text,sentiment
I invested pretty heavily into cryptocurrency. I'm anxiously awaiting to see how it pans out.,excited
i was upset when i couldnt go home on time,excited
I can't wait til my birthday next year. I'm gonna take a cruise,excited
My dad bought me a golden wrist watch last week and i was happy,excited
My best friend is coming to visit me tomorrow.  I can't wait until she gets here.,excited
Gonna hit the buffet after work. It's gonna be good!,excited
I am excited for the new super smash bros game coming out for the nintendo switch soon,excited
I have a three month trip planned starting in September. I have been counting down the days until I leave.,excited
I'm waiting for this semester to start so I can get it over with.,excited
I can not wait for tonight. I get to start my 2 week vacation!,excited
I cannot wait for the new super smash bros for the nintendo switch,excited
These days nothing gives me more unexpected joy than find free money or new financial opportunities,excited
I am waiting intensely for a call back for a new job!  I figure I have it!,excited
I was excited when my parents got me a car as a graduation gift,excited
I have a big test coming up. If I don't pass_comma_ it is going to really affect me negatively.,excited
I so happy when my mom got me a cake last week. It was a nice gesture,excited
I can't wait!  I am going on a vacation to Rome_comma_ Italy in a couple weeks!,excited
I am so ready for the mid term elections.,excited
 I got credited by my brother. he paid me some huge amount he has been owing me in the past at the time that i needed it most,excited
I am planning a birthday celebration for my wife. I am really happy to surprise her with all her family and friends to celebrate her birthday.,excited
I'm really looking forward to starting my new semester next week. I'm really looking forward to it.,excited
looking for a mailed check that hasn't yet arrived. i needed it before i left town for a weekend.,excited
I just ordered some hot wings. I cant wait til they get here,excited
I found a new gym!,excited
I can't wait for the weekend.  I am going to Disney World in Florida.,excited
Every Wednesday is new comic book day_comma_ and it's the one thing I can regularly look forward to.,excited
I can't wait until this weekend! Saturday can't come any slower,excited
i cant wait until next week!,excited
I will be going to see a cover band that I have been wanting to see for a year. They cover my favorite band. My favorite band no longer tours.,excited
I have been waiting for my union members points to come in the mail so I can get two free movie tickets. Ive been wanting to see the new Jurassic Park movie and can't wait!,excited
The other day i ordered a large group of books i've been wanting forever.,excited
I published my first research paper and it was accepted into scientific journals!,excited
I really had a fun time at our county fair a couple of days ago.,excited
I'm excited to try out my new 4-wheeler_comma_ haven't rode one in years!,excited
Saturday morning and its a great day to be alive!  I am anxious for what today has to bring me.,excited
I am going to a concert later tonight.  I can't wait to go.,excited
I can't wait to be off work,excited
I went to the circus one time. I saw some elephants and also played some games.,excited
I return to work in September to a new role. I'm excited but anxious. ,excited
Looking forward to getting my new vacuum for the SECOND time tomorrow. I hope it works..I swear I will cry if it doesn't.,excited
my sister is having her first baby,excited
Two more days and my baby starts pre k. ,excited
I am hopeful about moving out of this town.,excited
I am so ready for Labor day_comma_ can't wait.,excited
a few weeks ago_comma_ my friend threw a birthday party and invited all my friends. i hadn't seen my any of them in awhile and had been kind of lonely.  for a week straight_comma_ i was so excited about the party that it was all i could think about,excited
I just cleaned my a/c condensror_comma_ and i'm really hopeful I'm gonna save a lot of money!,excited
In a few weeks my friend and I are going to see Ben Folds. Even though we've seen him over ten times we go every time he's in town because he puts on such a great show. ,excited
I got a brand new computer,excited
I get off work in 45 minutes. I can't wait.,excited
Saturday morning and its a great day to be alive!  I am anxious for what today has to bring me.,excited
I was outside playing with my dogs earlier. Throwing the ball around_comma_ they got so playful and ran around as fast as they could!,excited
I have been working to lose weight for 4 months now and just weighed myself! I'm 30 pounds down!,excited
I played the lottery last night and guess what?,excited
 I just talked to my kid's pre-k teacher. They already know each other. I can't wait,excited
I can't wait for this weekend.,excited
I get to go to the beach this weekend_comma_ so I am very much looking forward to it.,excited
I ordered a dna test for my new puppy to see what breeds he is. I can't wait for the results I'm so excited!,excited
I'm going to Disney World tomorrow! Finally!,excited
I am anticipating the weekend. After everyone gets home we are going to spend time together as a family.,excited
I am ready for my prom.,excited
My birthday is coming up and i know my wife is getting me something cool,excited
Florida vacation coming up!,excited
I am excited to EAT today lol. I am on keto and back to fasting.,excited
I am going on a cruise next month with some friends. I cannot wait!,excited
I am excited for football season.,excited
I am looking forward to the next season on Game Of Thrones.  I can't wait to watch it.,excited
Going to some mma fights!,excited
A couple years ago I worked really hard and was able to buy my first new car. Have had used cars but never was able. That was a great day.,excited
Going to an MMA show tonight!,excited
Up extra early today_comma_ I couldn't sleep. I am starting a new job today.,excited
I'm looking forward to the coming Fall weather.,excited
I am excited about my work this week. It is promotion time and I am going to be promoted!,excited
Gareth Bale played his best in the champion's league final. I was thrilled after I watched his game.,excited
I had a job interview yesterday and it went great_comma_ so I'm expecting for them to call soon.  I look forward to working for that company_comma_ since it seem really nice.,excited
I can't wait for next Sunday.,excited
I cant wait for the new NFL season to start,excited
I have been greatly awaiting the start of NFL football season! It is my favorite past time on sundays in the fall.,excited
My first grandchild will be born this fall and I am anticipating being a grandmother!,excited
There is a craft fair I just love to go to. They have such wonderful things. I couldn't wait to go. ,excited
I cannot wait for the new super smash bros for the nintendo switch,excited
My husband and I were engaged for a year and a half. The day of our wedding was quickly approaching. I was so ecstatic for the day to be here! ,excited
I can't wait to buy some cake this weekend. Been craving cakes.,excited
I was only two days untill my disney land trip,excited
I'm going to the waterpark tomorrow! It's my first time going!,excited
I am looking forward to going to the movies later.  I can't wait to see something.,excited
I went to the Disney land last summer. It was a thrilling experience.,excited
My baby learned how to sit up today!,excited
We were getting ready to move back to our hometown after nine years away. I could not wait to be back close to family and friends.,excited
waiting for christmas! ,excited
really pumped for the broly movie,excited
I am so ready for the football season.,excited
I am having my first child in a couple of months and I am anxious about it.,excited
I applied for a promotion. I hope I get it.,excited
I'm looking forward to going to Colorado for my new sister-in-law's wedding reception! ^_^,excited
Had a interview yesterday. I think it went pretty well. I hope I get the job.,excited
Going to an MMA show tomorrow. Can't wait.,excited
I am looking forward to my birthday_comma_,excited
I can't wait for the new Super Smash Brothers game to be released.,excited
My son had his first piano recital last week. He was nervous about it but he did so good. I was so happy to see him excel at something he worked hard at!,joyful
I was able to save a blind lady from falling down an escalator.,joyful
I am very happy to have been first over 300 students during this years at my enginering school,joyful
I got a raise today at work. I was not expecting it!,joyful
I felt joyful on a childhood holiday. My parents took me to Disney World.,joyful
I feel very fortunate for the beautiful family that I have.,joyful
My daughter just graduated from high school. She has worked so hard.,joyful
I am proud of my brother for graduating high school_comma_ it is common but still an accomplishment,joyful
I am so happy to be working and making money.,joyful
When the Eagles finally won the superbowl_comma_ I was so so happy_comma_ I cried even,joyful
My brother recently got his dream job_comma_ so I am very happy for him.,joyful
I am happy with my life right now,joyful
I got a new puppy recently. I had been looking forward to it for so long.,joyful
I felt achieved when I graduated high school. I felt like I won,joyful
My daughter learned to read and I am so unbelievably happy about it!,joyful
I was adopted and searched for my real family my whole life. I finally found them and we are about to meet for the first time.,joyful
Why won't I feel good about my son's accomplishments?,joyful
My sister went back to college at 30. She is a real inspiration.,joyful
I'm joyful that I get to see my wife for the first time in a week tomorrow. I missed her a lot.,joyful
I was outside playing with my dogs earlier. We were throwing the ball around and I felt great!,joyful
I got first place in the karaoke contest. I didn't think I would win but I did.,joyful
Nephew playing football this year,joyful
My work seems to be picking up lately.,joyful
I was able to get my finances under control and have paid off some debts.,joyful
My brother finally got into law school! I am so happy for him.,joyful
The day my daughter was born.,joyful
My son got a scholarship for college.,joyful
I am going camping tomorrow_comma_ it's one of my favourite things to do in the summer!,joyful
It was a happy weekend. I got to go kayaking with friends,joyful
During a month of intense gym training_comma_ i gained 8 pounds of muscle mass. Thanks to Whey protein powder,joyful
I got accepted to Harvard_comma_ I am so happy.,joyful
when you go to a restaurant and they did not mess up your order,joyful
I have not had any alcohol for a week.  I am pleased with my behavior. ,joyful
I just had my fourth child five months ago. It was a great day!,joyful
After trying to lose weight for years_comma_ I finally got to goal weight.,joyful
Am the best in my class ,joyful
Made a music intro,joyful
I am looking forward to my work vacation. I will take my wife to the mountains!,joyful
My wife and I went swimming at a hot water beach in New Zealand. It was super fun.,joyful
I love my new car.,joyful
My son is learning to overcome his speech impediment.  He is working so hard at it.,joyful
I bought my very first videogame with my own money,joyful
I cant believe my daughter performed so well in the recital. She practiced so hard for it,joyful
I studied really hard for my last colllege final and I got the 2nd highest score in the class!,joyful
I haven't had fries in over a year. Finally got some today.,joyful
I won a lottery,joyful
I was so excited when my kid wanted to try out to be a cheerleader. She practiced really hard and made the team. Now I am so happy for her.,joyful
I got an extra 2 days paid time off from work.,joyful
I got all As in my first college semester_comma_ and it made me feel really good about myself,joyful
I made brilliant pizza the other day,joyful
I am happy to be an American.,joyful
I'm feeling good about how I've handled a lot of stress lately.,joyful
My little boy won the spelling bee!,joyful
I worked really hard on a project at work and earned a bonus. It made me feel really good about myself.,joyful
I am doing so well with my diet. I can't believe it,joyful
"My little boy said ""daddy"" for the first time last month. It made me feel really good.",joyful
I was held my head high when my mother received her Master's Degree after getting a GED after high school.,joyful
to best worker,joyful
I can believe my son is finally going to the potty. I had almost given up.,joyful
I won $20 in a shooting competition with my friends,joyful
I made an amazing pizza yesterday. Iwas very proud of it.,joyful
I received a promotion.,joyful
I went to a vacation and was able to ride in the water with the dolphins.,joyful
Our youngest daughter is in a local ballet company.  They are dancing at Scottish Rite hospital in September.  I'm so glad they are focused on giving back.,joyful
watching my little brother walk the stage was an amazing moment.,joyful
I just found out that my parents are moving back near me!  They'll be here in about a month!,joyful
My son got straight A's in his summer class and it makes me happy.,joyful
I am elated!  I got the job of my dreams today!,joyful
"I am a first generation Filipino.  I am Maharlika_comma_ a warrior class meaning ""Chosen by God"" and I'm one of the last of my kind.  I've got royal blood running through my veins",joyful
I am very happy. My son was top of the class_comma_ this year.,joyful
I am so happy for my daugther.,joyful
I finally got my BA. I am so happy to be done with college?,joyful
I lost 40 pounds by eating right and going to the gym. Some people were surprised at my results. ,joyful
My little boy won the spelling bee!,joyful
My friend just graduated from nursing school while working fulltime.,joyful
I am so happy these days.,joyful
I was really happy when my wife decided to quit her job.  It was a bad job for her credentials_comma_ and I thought it was really cool of her to start her own practice.,joyful
My kid starts preschool in a week.,joyful
I have been tutoring my nephew in math. He brought back an A on his lat test. I am so happy for him.,joyful
My son just graduated college. He was able to get hired on at his dream job right away.,joyful
I am proud of my girlfriend for getting a full time job_comma_ I am sur she will do great!,joyful
My sister just had a baby two days ago! It's been pretty hectic_comma_ and while I'm not looking forward to having to help with diapers_comma_ I'm proud of her and happy that she's healthy.,joyful
I was so happy when I moved in to my new home. My girlfriend and I have been saving for awhile and we finally got the keys last month. Now we can finally move on with our life plans.,joyful
i was happy to get approved for the weekend off,joyful
I have solve many problems today at work. My manager was happy.,joyful
I finally got my BA. I am so happy to be done with college?,joyful
I still remember when my dad got me an xbox,joyful
I am so happy I just got a new puppy! ,joyful
Got a $100 Costco cash card. Gonna spend it all at the food court.,joyful
Managed to get a huge bonus for hard work.,joyful
I just got a new job and have been making enough to pay bills. Feels nice not to go add more debt.,joyful
I won first place in the marathon last weekend. I trained hard and deserved the win,joyful
My son just recently got accepted into college,joyful
I just finished my first 5K,joyful
My niece just graduate with honor from high school_comma_ she is also a very talented athlete.,joyful
Got done with my first ever costume contest. I ended up winning second prize.,joyful
I passed all of my classes last semester. I had been struggling in college for a while.,joyful
I am happy with my cooking skills_comma_ I make great seafood dishes,joyful
I can believe my son is finally going to the potty. I had almost given up.,joyful
I passed all of my classes this summer with A's I have never done that before. It felt great.,joyful
I was happy when my brother graduated college. I was just happy for him,joyful
My son got into a fight with a bully.  I am so happy. that he won.,joyful
I found out my sister is pregnant today! She's been trying for years.,joyful
I purchased my first new vehicle yesterday.,joyful
I passed all of my classes this summer with A's I have never done that before. It felt great.,joyful
I love summer_comma_ I get to eat so much ice cream,joyful
I'm a recreational weight lifter who works out at home and designs his own strength training routines_comma_ and after hitting a personal record for amount of weight lifted I felt a great sense of pride that what I was doing was working.,joyful
My girlfirend is recovering from an eating disorder.,joyful
My son has not always been a strong swimmer.  During this summer_comma_ he spent a lot more time in the pool developing his swimming skills.  I had not yet seen this change in him.  Tonight_comma_ he was diving off the side and off the diving board.  Talk about a bragging papa!  That's me!,joyful
My wife got a promotion yesterday! I couldn't be more happy for her as she put a lot of work into her job.,joyful
My dog did great at training class.,joyful
I was very happy when my son went to college.,joyful
when i got the job i always wanted ,joyful
My dogs love to lay on me!,joyful
I am very happy. My son was top of the class_comma_ this year.,joyful
Some lady almost got hit by a car_comma_ but a little kid actually pushed her out of the way.,joyful
The rally is here and the weather is beautiful!  Time to head out on the motorcycle.,joyful
My son graduated first in the class from his Army recruiting school. He has been in the army for 5 years now.,joyful
I am so happy for my daugther.,joyful
Nephew plays football this year,joyful
"As I've gotten older I've learned to highly value my own culture and ethnic identity.  I am First Generation Filipino and even though I've lived everywhere I still feel connected to my ancestors.  I am from Royal Blood_comma_ the Maharlika meaning ""Chosen by the most high"".  I feel like my family and I are among the last ones.",joyful
My husband comes home tomorrow from a month long business trip!  I am so excited and cleaning the house and getting things all ready!,joyful
Nephew playst 10th grade football this year,joyful
I was so excited when my daughter passed her bar exam.,joyful
I finished my final semester of college today. Never been so happy in my life!,joyful
There are a lot of things to be depressed about in this world.  But if there's one thing that warms my heart it's seeing all my bills paid_comma_ debt nonexistent_comma_ income far greater than expenses and a nice fat check from tax returns at the end of the year.,joyful
I was proud of my brother when he finished college. He worked so hard at it,joyful
Our new baby newborn pup here is getting bigger everyday! I didn't know if he would make it_comma_ so it's really sweet and happy to see!,joyful
I was outside playing with my dogs today and felt wonderful enjoying the nice day!,joyful
I will be seeing my son tomorrow after  a month.,joyful
Being a loyal Apple customer and seeing its recent $1 Trillion break in market cap in stock market_comma_ makes me feel great about this company,joyful
watching my son walk the stage,joyful
When i graduated high school.,joyful
It felt really truly great to see my son graduate.,joyful
I just won the lottery!  I was finally able to pay my house of and my parents' house.,joyful
My dog did great at training!,joyful
My Grandma_comma_ whom I absolutely love and is the best Grandma_comma_ is moving back to my city to live here! I never thought she would but I can't wait! ,joyful
I will never forget when my daughter was born and they handed her to me for the first time.,joyful
My son just graduated from high school in the spring. It was a long and tough road_comma_ but he made it.,joyful
I'll be getting a promotion in Feb.,joyful
I was very happy with myself when I graduated from Trade school.,joyful
My daughter got is going to university. I'm so happy. ,joyful
When I was gifted my laptop for christmas,joyful
I felt this way after my son was born. It was an amazing time.,joyful
When I got my first dog_comma_ I love her. She's a husky.,joyful
I went to pick up my kid_comma_ and saw him helping a pregnant lady carry her stuff.,joyful
My friend got a new puppy and I got to play with it for a while_comma_ it was a lot of fun.,joyful
I stopped by the gas station today to fill up the car.  I bought a scratcher too and won $2500!,joyful
I was eating lunch with family the other day and my mom ordered a tasty pasta looking pasta that piqued my interest.,joyful
i got a dream house!,joyful
I finally graduated after 4 years of traning!,joyful
Got a coupon for free coffee. It's not much_comma_ but $5 is $5.,joyful
I got a promotion at work today! It took me over 5 years of trying but I got it finally!,joyful
My little brother baseball team won the whole tournament!,joyful
My oldest daughter was in her school's running club_comma_ and nothing beat the feeling of watching her win her first race.,joyful
One time in welding school I got 2 of my teachers a gig with a major contractor on FT benning building ADA code railing for th new hospital and centers and stuff_comma_,joyful
to see my my son walk,joyful
"As I've gotten older I've learned to highly value my own culture and ethnic identity.  I am First Generation Filipino and even though I've lived everywhere I still feel connected to my ancestors.  I am from Royal Blood_comma_ the Maharlika meaning ""Chosen by the most high"".  I feel like my family and I are among the last ones.",joyful
I went to celebrate the winter holidays with family. It was so nice to see everyone_comma_ enjoy a delicious meal and exchange gifts ,joyful
I fixed my plant hanger today with a new hook screw that had been stripped and broken for a couple weeks.,joyful
Seeing my momma dogs newborn puppy grow everyday is sooo precious! Why is everything more adorable_comma_ the tinier something is?,joyful
My daughters helped out when my Mom was sick without me having to ask. It made me feel really good.,joyful
My wife and I went swimming at a hot water beach in New Zealand. It was super fun.,joyful
I went on an amazing vacation in Aruba. ,joyful
When my buddy got a high mark on his math test. He studied hard.,joyful
When i was won the title with my football team when i was younger.,joyful
My friend got a huge scholarship.,joyful
i was happy when i got approved for a week off for a vacation!,joyful
I made chocolate-caramel fudge brownies and they turned out really good! I'm improving as a chef.,joyful
I lost my job and was in danger of losing my home to foreclosure. My family loaned me money and saved me from that.,joyful
My daughter is finally dressing herself in the morning. She can't pick her outfits yet but baby steps.,joyful
I have been teaching my daughter to drive.  She finally got her license today.,joyful
I remember opening presents at Christmas. I was so happy spending time with my family and enjoying the holiday goodies.,joyful
I'm going to have dinner with my parents tonight_comma_ which makes me very happy.,joyful
I was very proud of my mom for helping someone with therapy,joyful
I won the MVP award at a hockey tournament. I had 8 goals.,joyful
I'm so proud of my little boy and how far he's come with his speech in the last year.,joyful
It took so much time to finish the tree house_comma_ but we're finally done.,joyful
My daughter is finally dressing herself in the morning. She can't pick her outfits yet but baby steps.,joyful
My little boy got on the bus this morning. He made me so happy for him.,joyful
I won $20 in a shooting competition with my friends,joyful
My wife got a promotion yesterday! I couldn't be more happy for her as she put a lot of work into her job.,joyful
My son came first in English class.,joyful
My oldest daughter has turned out to be a great preschool teacher!,joyful
My son just went off to college.,joyful
My last year of high school I worked really hard and got A's all year long.,joyful
Why won't I feel good about my son's accomplishments?,joyful
I saw some baby ducks that have been in the creek behind my house and so far they are all still alive. So cute.,joyful
I felt on top when I selected the best in my department,joyful
My grandson took his first steps the other day. Can you believe it?,joyful
Had a great weekend with the kiddos,joyful
My daughter_comma_ who has a fear of water_comma_ has learned to swim this summer! She still gets a little nervous_comma_ but overall she loves it!,joyful
My brother is getting married. It makes me happy for him,joyful
I found my grandfather's old watch that I thought was lost. I was so happy to find it as he gave it to me as a kid,joyful
My dog always listens to me whenever I call him or direct him to do something. He's a very good boy.,joyful
I am so happy for my son.,joyful
I am finally pregnant after years of trying!,joyful
that i made a nice meal. from homemade ,joyful
I won free ice cream!,joyful
Our oldest daughter rides horses.  She fell off in the middle of a horse show_comma_ but got right back up and back on.,joyful
While I was sick last week_comma_ my kid did all the cooking and cleaning.,joyful
My brother and his wife just had his first baby_comma_ I am over the moon for them!,joyful
Nephew playing football this year,joyful
"My son scored ""Advanced"" in every subject on his SAT test. It made me feel very proud.",joyful
I lost 40 pounds by eating right and going to the gym. Some people were surprised at my results. ,joyful
Today is the day for me to receive my paycheck. I am very excited!,joyful
My daughters all made the A honor roll at school. ,joyful
I just had my fourth child five months ago. It was a great day!,joyful
My feeling when ky favorite aunt picked me up from school,joyful
I'm pretty impressed at my uncanny ability to save money.  I used to be terrible with it but now I've honed the skill,joyful
I've been with my wife for 13 years.,joyful
I passed my final! I'm glad my hard work paid off.,joyful
When my brother got his new job_comma_ I was happy for him. He deserved it,joyful
2,joyful
When i was won the title with my football team when i was younger.,joyful
When my friend made a soccer team we both tried out for. We both made it.,joyful
I got all As in my first college semester_comma_ and it made me feel really good about myself,joyful
I went to visit my dad who I haven't seen in years this spring. We had a really great time catching up.,joyful
It's been such a terrific week!,joyful
I had my annual review at work.  I got a raise and the best possible score possible,joyful
I had my annual review at work.  I got a raise and the best possible score possible,joyful
My sister just told me that she is having a baby. I'm so excited for her and her husband!,joyful
My dad's cancer is getting worse day by day. I fear that i am counting his last days!!,joyful
I'm going to have dinner with my parents tonight_comma_ which makes me very happy.,joyful
Happy with my momma dog. I would've thought after all her abuse she wouldn't be that good of a momma_comma_ but she is trying hard to be and is very protective!,joyful
My son finally passed his swim class.,joyful
My son is learning to overcome his speech impediment.  He is working so hard at it.,joyful
I got a promotion at work recently_comma_ and that left me a very happy boy.,joyful
My son got a scholarship into a university that I couldn't when I was his age_comma_ i'm happy,joyful
i was happy when i got approved for a week off for a vacation!,joyful
Lately_comma_ I got the best grades in my class at university.,joyful
I was proud of a pizza I made yesterday,joyful
My kid took care of his little sister all by himself yesterday.,joyful
My son hit his first homerun last night. I am so happy for him,joyful
I really like summer time and going to the beach,joyful
I passed all of my classes last semester. I had been struggling in college for a while.,joyful
I am proud of the Eagles for their season last year_comma_ they really played well!,joyful
My son said his first word today. I was filled with pride.,joyful
Took the kiddos to the lake,joyful
"I've worked as a programmer for the last 7 years and ever year I got one ""partially meets expectations"" on my yearly review. This year_comma_ however_comma_ I got two ""Exceeds Expectations"".",joyful
 I won first place at the egg swallowing contest at my school fair. Never felt so good about myself!,joyful
my brother made it on the news paper _comma_ last year we were all shocked,joyful
I finally have enough money to quit my bad job. It has made me miserable for years.,joyful
I helped a friend of mine lose over 60 pounds.,joyful
once_comma_ i was able to leave work early because it was my birthday,joyful
I really love supporting the New York Yankees.,joyful
My son got won a math competition in his school_comma_ that made me feel that I've done things right and that he is a very smart boy.,joyful
I was adopted and searched for my real family my whole life. I finally found them and we are about to meet for the first time.,joyful
i ran 3 miles felt good about myself,joyful
I am so happy to be working and making money.,joyful
My son is usually very shy. He's really smart and athletic but just doesn't have that gene to make him not shy. But he's had a crush on this girl for awhile and he FINALLY asked her to prom,joyful
I scored a perfect score on my final exam.,joyful
I got a new job!,joyful
My son cheated on an exam in high school last year. I was disappointed when he told me_comma_ and I gave him the choice to come clean. I told him I wouldn't turn him in_comma_ that only he could decide that. He decided to tell the teacher what he did,joyful
my girl has been promoted im excited,joyful
I'm going to ask my girlfriend of 10 years to marry me next weekend.,joyful
"My little boy said ""daddy"" for the first time last month. It made me feel really good.",joyful
I finally got the car of my dreams today. A brand new mustang!,joyful
My son just graduated college. He was able to get hired on at his dream job right away.,joyful
I'm really happy I get to see some friends when I go back to school next week! It's been months.,joyful
I'm very happy with my baking skills_comma_ people tell me I make really good cookies,joyful
I was outside playing with my dogs earlier. We were throwing the ball around and I felt great!,joyful
My son placed third in his jiu-jitsu competition.  I was so happy for him.,joyful
I purchased my first new vehicle yesterday.,joyful
I am very happy to be an American.,joyful
"I got a ""thank you"" card sent to me from a co-worker in a different department for helping them.",joyful
My best friend is getting married!,joyful
my friend got promoted at reasors,joyful
"I was out shopping with my four year old son. He was being very polite to people_comma_ saying ""bless you"" when they sneezed_comma_ please and thank you_comma_ have a nice day_comma_ etc. People seemed really proud.",joyful
I graduated from college last year_comma_ I was so happy.,joyful
I was proud when my toddler randomly said 'fries' out loud when he smelled them! Talking has been a process for him as he was born early with some problems. I was so proud that he was able to identify an object with its smell.,joyful
I found $50 in my desk drawer at work.,joyful
I was so happy France won the world cup. I was just so happy. I had a smile  on face for day or so,joyful
I felt this way after the birth of my son.,joyful
Being a child was the best. I just remember laughing and running on summer days with my friends,joyful
I proposed to my girlfriend and she said yes! I am so happy!,joyful
When my friends brought my cake to work. I love them.,joyful
I made an amazing pizza yesterday. Iwas very proud of it.,joyful
I found a new restaurant_comma_ and they charge about $5 per dish.,joyful
Listening to feel good music makes me feel so good. I don't about you but music can really cure a lot of negative emotions,joyful
I have had a great week!,joyful
I felt so accomplished when I started my own business_comma_ it's still in the beginning phase but it's an awesome feeling.,joyful
My daughter loves to sing. She was recently selected for a part in a travelling musical production of Beauty and the Beast.,joyful
once_comma_ i was able to leave work early because it was my birthday,joyful
I have money saved up_comma_ I am making extra money the past few weeks and there has been no big dramas. It's a good week!,joyful
My grandson just graduated high school. He was developmentally slow so we were amazed that he actaully graduated a year early!,joyful
I am so proud to visit my brother. He will be graduating High School!,joyful
I got best employee award last month. It was quite surreal,joyful
The day I got married was the second best day of my life! It was beautiful! ,joyful
I am proud of my girlfriend for getting a new job_comma_ she makes more than me now,joyful
My sister graduated with a Masters degree,joyful
Nephew playing football this year,joyful
so proud of my son_comma_ he said his first works yesterday,joyful
Yesterday at weekly meeting_comma_ my supervisor praised me for my good work on the project,joyful
My Grandma_comma_ whom I absolutely love and is the best Grandma_comma_ is moving back to my city to live here! I never thought she would but I can't wait! ,joyful
I was walking down the street the other day and I found 20$ just sitting there on the ground! I was so happy!,joyful
I am looking forward to my work vacation. I will take my wife to the mountains!,joyful
Seeing my momma dogs newborn puppy grow everyday is sooo precious! Why is everything more adorable_comma_ the tinier something is?,joyful
Get to hang out and play cards with my girlfriend and her parents. Her parents are actually pretty laid back and fun to be around_comma_ so I'm looking forward to it. Glad I don't have to deal with overbearing in-laws like some people.,joyful
I won the table-tennis competition that was held in our college among students. I was given an iPad as a prize,joyful
I won $100 on a scratch off ticket the other day. I needed that cash.,joyful
My girlfriend and I are getting married. We are so happy planning the wedding.,joyful
"I got a ""thank you"" card sent to me from a co-worker in a different department for helping them.",joyful
I finally got a job,joyful
My daughter took her first step a few weeks ago.,joyful
When I purchased my home.,joyful
I've been teaching my dog how to run an obstacle course and I think he finally has it down! He beat his old speed yesterday and had zero distractions.,joyful
I get to go home in 30 minutes!,joyful
My daughter is great.,joyful
My brother and his wife just had his first baby_comma_ I am over the moon for them!,joyful
When my mom got out of rehab and was clean_comma_ I was happy for it. She worked hard for it,joyful
I was proud of my brother when he graduated high school,joyful
Im redoing my toddlers play room into more of a 'big boy' play room rather then a baby play room and Im really excited for him to see it. Hes going to be so happy.,joyful
My daughter used the potty for her first time the other day_comma_ it was awesome. ,joyful
I found out my wife is pregnant today!,joyful
I just found out my sister is pregnant!  I'm going to be an aunt again!  They've been trying for a while so this is great news.,joyful
that i am going to a concert after work ,joyful
"I was out shopping with my four year old son. He was being very polite to people_comma_ saying ""bless you"" when they sneezed_comma_ please and thank you_comma_ have a nice day_comma_ etc. People seemed really proud.",joyful
I felt really happy last night when my abused dog started running around and playing! I didn't think she was capable of it.,joyful
I'm really happy in life right now. I have my cat_comma_ books and can eat all the good foods.,joyful
I am so happy the kids are going back to school!,joyful
I can believe my son is finally going to the potty. I had almost given up.,joyful
Sitting outside on a nice cool day and watching my kids play outside is very pleasing. ,joyful
Our new baby newborn pup here is getting bigger everyday! I didn't know if he would make it_comma_ so it's really sweet and happy to see!,joyful
"I've worked as a programmer for the last 7 years and ever year I got one ""partially meets expectations"" on my yearly review. This year_comma_ however_comma_ I got two ""Exceeds Expectations"".",joyful
My son got into a fight with a bully.  I am so happy. that he won.,joyful
I submitted a big budget proposal that was approved yesterday. I put in a lot of hard work and am happy with the outcome,joyful
I won a free $50 gift card yesterday!,joyful
Going to get some pizza after work. I love pizza.,joyful
I just recently got a raise at work.  I worked so hard for it.,joyful
When I got my marks back on the math test. Scored a 95%>,joyful
I just heard that my aunt_comma_ that haven't seen for some years will be visiting.,joyful
Im redoing my toddlers play room into more of a 'big boy' play room rather then a baby play room and Im really excited for him to see it. Hes going to be so happy.,joyful
My school is low income_comma_ but we score in the top 5% statewide.,joyful
I was so happy I got to see my cousins when they came in town,joyful
Had a great weekend with the kiddos,joyful
My mother got me a new puppy. A small blue eyed husky.,joyful
I lost 15 lbs!,joyful
my daughter went school shopping by herself. She got everything she needed,joyful
I really like summer time and going to the beach,joyful
I was so happy when my dad retired. He had worked long enough as it was,joyful
finally day a day off i feel so good,joyful
Sitting outside on a nice cool day and watching my kids play outside is very pleasing. ,joyful
I just got a raise at work. I'm so happy!,joyful
I got a new puppy recently. I had been looking forward to it for so long.,joyful
I took a licensing test last motnh that I had to study very hard for. I ended up with the highest score in the state!,joyful
I was so pleased with my son for playing flag football his first season. He's not very athletic.,joyful
I have solve many problems today at work. My manager was happy.,joyful
I passed all of my summer classes! Those are the hardest.,joyful
I am so happy school is back.,joyful
I'm pretty happy about my resilience.  It's gotten me this far and I'm financially independent_comma_ have great friends_comma_ and am eating well everyday it's an asset I'm never letting go of,joyful
I was proud of a pizza I made yesterday,joyful
I'm in a great mood_comma_ it's almost the weekend!,joyful
I am doing so well with my diet. I can't believe it,joyful
I just got a new promotion. This makes me so happy when I think about it.,joyful
Nephew playing football this year!,joyful
My boss brought me coffee at work_comma_ which made me feel very happy.,joyful
When taking the leash off my dog and he responds to all my commands and sticks with me everywhere we go. He's a good boy!,joyful
I am so proud of my wife.,joyful
I am proud I graduated college.,joyful
It was a happy weekend. I got to go kayaking with friends,joyful
I was super happy and over the moon when I passed all my classes last year.,joyful
I was happy my brother graduated college. He worked hard,joyful
My friend is a single mom_comma_ works full-time and goes to school fulltime.,joyful
I was proud about a pizza I made last week,joyful
I watch my daughter sing in a play. it was so nice to have her do that,joyful
I can't believe I moved out on my own. I'm doing pretty well too.,joyful
